transaction_id,name,department,revenue,units_sold,unit_sold_average_by_department,department_revenue_rank,units_category,quantile_revenue,3days_rolling_average_revenue,previous_revenue,revenue_%,month_name,sales,quarterly,monthly_growth%
15951,Charlie Brown,Home & Kitchen,250.0,6,7.509708737864078,2.0,Mideum,Q4,266.9166666666667,50.0,340.01497753369944,October,1500.0,4,500.0
21561,Diana Prince,Beauty,250.0,2,7.186868686868687,2.0,Low,Q4,183.33333333333334,250.0,-150.0,August,500.0,3,100.0
85520,Diana Prince,Home & Kitchen,50.0,10,7.509708737864078,5.0,Mideum,Q2,183.33333333333334,250.0,50.0,August,500.0,3,20.0
37420,Bob Jones,Clothing,10.5,13,7.6767676767676765,6.0,High,Q1,103.5,50.0,90.5,December,136.5,4,21.0
58874,Charlie Brown,Clothing,10.5,14,7.6767676767676765,6.0,High,Q1,23.666666666666668,10.5,89.5,May,147.0,2,100.0
33874,Diana Prince,Clothing,500.75,13,7.6767676767676765,1.0,High,Q5,173.91666666666666,10.5,500.75,March,6509.75,1,4769.047619047619
30491,Charlie Brown,Beauty,10.5,7,7.186868686868687,6.0,Mideum,Q1,173.91666666666666,500.75,-4658.547619047619,December,73.5,4,2.0968547179231156
48559,Diana Prince,Clothing,100.25,10,7.6767676767676765,4.0,Mideum,Q3,203.83333333333334,10.5,198.15314528207688,March,1002.5,1,954.7619047619047
76081,Charlie Brown,Electronics,250.0,13,7.373626373626373,2.0,High,Q4,120.25,100.25,-604.7619047619047,April,3250.0,2,249.37655860349128
92310,Bob Jones,Clothing,50.0,14,7.6767676767676765,5.0,High,Q2,133.41666666666666,250.0,-99.37655860349128,December,700.0,4,20.0
86707,Diana Prince,Clothing,10.5,14,7.6767676767676765,6.0,High,Q1,103.5,50.0,90.5,December,147.0,4,21.0
61047,Evan Wright,Home & Kitchen,500.75,6,7.509708737864078,1.0,Mideum,Q5,187.08333333333334,10.5,579.75,June,3004.5,2,4769.047619047619
41966,Bob Jones,Clothing,10.5,9,7.6767676767676765,6.0,Mideum,Q1,173.91666666666666,500.75,-4658.547619047619,October,94.5,4,2.0968547179231156
58290,Alice Smith,Electronics,100.25,6,7.373626373626373,4.0,Mideum,Q3,203.83333333333334,10.5,198.15314528207688,March,601.5,1,954.7619047619047
80316,Diana Prince,Electronics,500.75,2,7.373626373626373,1.0,Low,Q5,203.83333333333334,100.25,-354.0119047619047,February,1001.5,1,499.501246882793
35611,Alice Smith,Sports,10.5,14,7.402777777777778,6.0,High,Q1,203.83333333333334,500.75,-389.001246882793,May,147.0,2,2.0968547179231156
13972,Charlie Brown,Beauty,50.0,12,7.186868686868687,5.0,High,Q2,187.08333333333334,10.5,147.90314528207688,April,600.0,2,476.1904761904762
77506,Charlie Brown,Home & Kitchen,50.0,14,7.509708737864078,5.0,High,Q2,36.833333333333336,50.0,-326.1904761904762,July,700.0,3,100.0
88757,Evan Wright,Beauty,10.5,7,7.186868686868687,6.0,Mideum,Q1,36.833333333333336,50.0,10.5,October,73.5,4,21.0
24596,Bob Jones,Home & Kitchen,50.0,14,7.509708737864078,5.0,High,Q2,36.833333333333336,10.5,129.0,August,700.0,3,476.1904761904762
50738,Charlie Brown,Beauty,250.0,2,7.186868686868687,2.0,Low,Q4,103.5,50.0,-126.1904761904762,February,500.0,1,500.0
10661,Charlie Brown,Clothing,100.25,7,7.6767676767676765,4.0,Mideum,Q3,133.41666666666666,250.0,-299.75,December,701.75,4,40.1
13020,Charlie Brown,Beauty,100.25,11,7.186868686868687,4.0,High,Q3,150.16666666666666,100.25,160.15,February,1102.75,1,100.0
95553,Alice Smith,Clothing,500.75,3,7.6767676767676765,1.0,Low,Q5,233.75,100.25,500.75,April,1502.25,2,499.501246882793
83506,Bob Jones,Home & Kitchen,250.0,8,7.509708737864078,2.0,Mideum,Q4,283.6666666666667,500.75,-149.501246882793,April,2000.0,2,49.925112331502746
49224,Evan Wright,Beauty,50.0,6,7.186868686868687,5.0,Mideum,Q2,266.9166666666667,250.0,100.07488766849727,June,300.0,2,20.0
38831,Alice Smith,Sports,10.5,1,7.402777777777778,6.0,Low,Q1,103.5,50.0,90.5,August,10.5,3,21.0
30022,Bob Jones,Clothing,50.0,2,7.6767676767676765,5.0,Low,Q2,36.833333333333336,10.5,129.0,December,100.0,4,476.1904761904762
48827,Evan Wright,Clothing,10.5,13,7.6767676767676765,6.0,High,Q1,23.666666666666668,50.0,-365.6904761904762,July,136.5,3,21.0
91958,Charlie Brown,Beauty,100.25,7,7.186868686868687,4.0,Mideum,Q3,53.583333333333336,10.5,179.25,May,701.75,2,954.7619047619047
93122,Evan Wright,Sports,10.5,10,7.402777777777778,6.0,Mideum,Q1,40.416666666666664,100.25,-844.2619047619047,January,105.0,1,10.473815461346634
74435,Diana Prince,Sports,100.25,14,7.402777777777778,4.0,High,Q3,70.33333333333333,10.5,189.77618453865335,December,1403.5,4,954.7619047619047
46258,Diana Prince,Sports,100.25,6,7.402777777777778,4.0,Mideum,Q3,70.33333333333333,100.25,-754.5119047619047,April,601.5,2,100.0
63394,Evan Wright,Home & Kitchen,500.75,4,7.509708737864078,1.0,Low,Q5,233.75,100.25,500.75,September,2003.0,3,499.501246882793
78244,Diana Prince,Sports,50.0,12,7.402777777777778,5.0,High,Q2,217.0,500.75,-349.501246882793,April,600.0,2,9.98502246630055
86908,Charlie Brown,Electronics,500.75,6,7.373626373626373,1.0,Mideum,Q5,350.5,50.0,590.7649775336995,June,3004.5,2,1001.5
11279,Diana Prince,Sports,10.5,2,7.402777777777778,6.0,Low,Q1,187.08333333333334,500.75,-891.0,July,21.0,3,2.0968547179231156
37083,Alice Smith,Sports,250.0,6,7.402777777777778,2.0,Mideum,Q4,253.75,10.5,347.9031452820769,May,1500.0,2,2380.952380952381
49974,Diana Prince,Sports,10.5,5,7.402777777777778,6.0,Low,Q1,90.33333333333333,250.0,-2270.452380952381,July,52.5,3,4.2
58302,Bob Jones,Electronics,10.5,5,7.373626373626373,6.0,Low,Q1,90.33333333333333,10.5,106.3,September,52.5,3,100.0
48565,Diana Prince,Home & Kitchen,100.25,5,7.509708737864078,4.0,Low,Q3,40.416666666666664,10.5,100.25,October,501.25,4,954.7619047619047
36630,Evan Wright,Sports,500.75,2,7.402777777777778,1.0,Low,Q5,203.83333333333334,100.25,-354.0119047619047,August,1001.5,3,499.501246882793
50809,Bob Jones,Home & Kitchen,500.75,7,7.509708737864078,1.0,Mideum,Q5,367.25,500.75,101.248753117207,January,3505.25,1,100.0
94878,Alice Smith,Electronics,100.25,11,7.373626373626373,4.0,High,Q3,367.25,500.75,100.25,August,1102.75,3,20.0199700449326
83698,Charlie Brown,Home & Kitchen,10.5,1,7.509708737864078,6.0,Low,Q1,203.83333333333334,100.25,90.4800299550674,January,10.5,1,10.473815461346634
86367,Charlie Brown,Sports,10.5,12,7.402777777777778,6.0,High,Q1,40.416666666666664,10.5,100.02618453865337,December,126.0,4,100.0
92870,Diana Prince,Electronics,500.75,2,7.373626373626373,1.0,Low,Q5,173.91666666666666,10.5,500.75,July,1001.5,3,4769.047619047619
18946,Charlie Brown,Sports,50.0,11,7.402777777777778,5.0,High,Q2,187.08333333333334,500.75,-4619.047619047619,June,550.0,2,9.98502246630055
32116,Diana Prince,Electronics,100.25,3,7.373626373626373,4.0,Low,Q3,217.0,50.0,190.26497753369944,January,300.75,1,200.5
36029,Bob Jones,Beauty,50.0,3,7.186868686868687,5.0,Low,Q2,66.75,100.25,-50.499999999999986,December,150.0,4,49.87531172069826
61693,Diana Prince,Home & Kitchen,100.25,14,7.509708737864078,4.0,High,Q3,83.5,50.0,150.37468827930175,December,1403.5,4,200.5
54965,Bob Jones,Beauty,250.0,3,7.186868686868687,2.0,Low,Q4,133.41666666666666,100.25,149.5,July,750.0,3,249.37655860349128
14494,Bob Jones,Clothing,10.5,8,7.6767676767676765,6.0,Mideum,Q1,120.25,250.0,-138.87655860349128,February,84.0,1,4.2
96925,Alice Smith,Beauty,50.0,3,7.186868686868687,5.0,Low,Q2,103.5,10.5,145.8,May,150.0,2,476.1904761904762
27327,Alice Smith,Clothing,10.5,3,7.6767676767676765,6.0,Low,Q1,23.666666666666668,50.0,-365.6904761904762,July,31.5,3,21.0
70545,Evan Wright,Clothing,10.5,8,7.6767676767676765,6.0,Mideum,Q1,23.666666666666668,10.5,89.5,June,84.0,2,100.0
81895,Bob Jones,Electronics,100.25,14,7.373626373626373,4.0,High,Q3,40.416666666666664,10.5,100.25,December,1403.5,4,954.7619047619047
60069,Bob Jones,Sports,100.25,9,7.402777777777778,4.0,Mideum,Q3,70.33333333333333,100.25,-754.5119047619047,March,902.25,1,100.0
25398,Evan Wright,Electronics,50.0,1,7.373626373626373,5.0,Low,Q2,83.5,100.25,50.0,June,50.0,2,49.87531172069826
66846,Bob Jones,Home & Kitchen,10.5,4,7.509708737864078,6.0,Low,Q1,53.583333333333336,50.0,60.62468827930174,August,42.0,3,21.0
35683,Charlie Brown,Home & Kitchen,10.5,1,7.509708737864078,6.0,Low,Q1,23.666666666666668,10.5,89.5,February,10.5,1,100.0
21745,Diana Prince,Electronics,10.5,3,7.373626373626373,6.0,Low,Q1,10.5,10.5,10.5,November,31.5,4,100.0
32015,Charlie Brown,Clothing,100.25,13,7.6767676767676765,4.0,High,Q3,40.416666666666664,10.5,100.25,April,1303.25,2,954.7619047619047
74324,Evan Wright,Sports,250.0,1,7.402777777777778,2.0,Low,Q4,120.25,100.25,-604.7619047619047,August,250.0,3,249.37655860349128
35003,Diana Prince,Beauty,250.0,11,7.186868686868687,2.0,High,Q4,200.08333333333334,250.0,100.62344139650872,April,2750.0,2,100.0
52534,Alice Smith,Beauty,142.93479355488418,6,7.186868686868687,3.0,Mideum,Q4,214.31159785162808,250.0,142.93479355488418,February,857.608761329305,1,57.17391742195367
96444,Charlie Brown,Clothing,10.5,8,7.6767676767676765,6.0,Mideum,Q1,134.47826451829474,142.93479355488418,53.32608257804633,May,84.0,2,7.346007041993036
99899,Diana Prince,Electronics,500.75,5,7.373626373626373,1.0,Low,Q5,218.06159785162808,10.5,593.4039929580069,January,2503.75,1,4769.047619047619
98652,Bob Jones,Sports,500.75,2,7.402777777777778,1.0,Low,Q5,337.3333333333333,500.75,-4168.297619047619,November,1001.5,4,100.0
12396,Diana Prince,Home & Kitchen,500.75,13,7.509708737864078,1.0,High,Q5,500.75,500.75,500.75,August,6509.75,3,100.0
77889,Alice Smith,Electronics,100.25,6,7.373626373626373,4.0,Mideum,Q3,367.25,500.75,100.25,October,601.5,4,20.0199700449326
87454,Bob Jones,Clothing,100.25,5,7.6767676767676765,4.0,Low,Q3,233.75,100.25,180.23002995506738,December,501.25,4,100.0
71268,Bob Jones,Beauty,500.75,14,7.186868686868687,1.0,High,Q5,233.75,100.25,500.75,May,7010.5,2,499.501246882793
23350,Alice Smith,Sports,100.25,4,7.402777777777778,4.0,Low,Q3,233.75,500.75,-299.251246882793,September,401.0,3,20.0199700449326
95469,Alice Smith,Beauty,250.0,12,7.186868686868687,2.0,High,Q4,283.6666666666667,100.25,329.9800299550674,December,3000.0,4,249.37655860349128
61571,Alice Smith,Home & Kitchen,100.25,14,7.509708737864078,4.0,High,Q3,150.16666666666666,250.0,-49.126558603491276,April,1403.5,2,40.1
29097,Evan Wright,Beauty,250.0,2,7.186868686868687,2.0,Low,Q4,200.08333333333334,100.25,309.9,August,500.0,3,249.37655860349128
31566,Diana Prince,Clothing,142.93479355488418,1,7.6767676767676765,3.0,Low,Q4,164.3949311849614,250.0,-6.441765048607095,February,142.93479355488418,1,57.17391742195367
43536,Alice Smith,Sports,500.75,13,7.402777777777778,1.0,High,Q5,297.8949311849614,142.93479355488418,543.5760825780463,January,6509.75,1,350.3345739312393
54738,Evan Wright,Beauty,100.25,9,7.186868686868687,4.0,Mideum,Q3,247.97826451829474,500.75,-150.0845739312393,May,902.25,2,20.0199700449326
55893,Bob Jones,Home & Kitchen,10.5,4,7.509708737864078,6.0,Low,Q1,203.83333333333334,100.25,90.4800299550674,November,42.0,4,10.473815461346634
92189,Evan Wright,Clothing,10.5,2,7.6767676767676765,6.0,Low,Q1,40.416666666666664,10.5,100.02618453865337,March,21.0,1,100.0
77364,Charlie Brown,Sports,10.5,11,7.402777777777778,6.0,High,Q1,10.5,10.5,10.5,January,115.5,1,100.0
45737,Bob Jones,Beauty,10.5,1,7.186868686868687,6.0,Low,Q1,10.5,10.5,10.5,October,10.5,4,100.0
47599,Alice Smith,Electronics,100.25,4,7.373626373626373,4.0,Low,Q3,40.416666666666664,10.5,100.25,February,401.0,1,954.7619047619047
25048,Bob Jones,Clothing,100.25,13,7.6767676767676765,4.0,High,Q3,70.33333333333333,100.25,-754.5119047619047,September,1303.25,3,100.0
30953,Bob Jones,Clothing,10.5,6,7.6767676767676765,6.0,Mideum,Q1,70.33333333333333,100.25,10.5,November,63.0,4,10.473815461346634
77957,Diana Prince,Clothing,250.0,8,7.6767676767676765,2.0,Mideum,Q4,120.25,10.5,339.52618453865335,July,2000.0,3,2380.952380952381
29096,Diana Prince,Sports,250.0,2,7.402777777777778,2.0,Low,Q4,170.16666666666666,250.0,-2030.9523809523812,January,500.0,1,100.0
59481,Charlie Brown,Clothing,250.0,10,7.6767676767676765,2.0,Mideum,Q4,250.0,250.0,250.0,April,2500.0,2,100.0
60975,Charlie Brown,Beauty,250.0,7,7.186868686868687,2.0,Mideum,Q4,250.0,250.0,250.0,November,1750.0,4,100.0
75441,Charlie Brown,Home & Kitchen,10.5,7,7.509708737864078,6.0,Mideum,Q1,170.16666666666666,250.0,10.5,April,73.5,2,4.2
12198,Charlie Brown,Sports,50.0,2,7.402777777777778,5.0,Low,Q2,103.5,10.5,145.8,February,100.0,1,476.1904761904762
92495,Evan Wright,Beauty,10.5,1,7.186868686868687,6.0,Low,Q1,23.666666666666668,50.0,-365.6904761904762,August,10.5,3,21.0
20326,Evan Wright,Home & Kitchen,10.5,2,7.509708737864078,6.0,Low,Q1,23.666666666666668,10.5,89.5,September,21.0,3,100.0
49030,Alice Smith,Clothing,500.75,7,7.6767676767676765,1.0,Mideum,Q5,173.91666666666666,10.5,500.75,June,3505.25,2,4769.047619047619
60948,Bob Jones,Sports,10.5,12,7.402777777777778,6.0,High,Q1,173.91666666666666,500.75,-4658.547619047619,July,126.0,3,2.0968547179231156
10526,Evan Wright,Beauty,100.25,11,7.186868686868687,4.0,High,Q3,203.83333333333334,10.5,198.15314528207688,March,1102.75,1,954.7619047619047
78878,Bob Jones,Clothing,250.0,13,7.6767676767676765,2.0,High,Q4,120.25,100.25,-604.7619047619047,December,3250.0,4,249.37655860349128
22588,Bob Jones,Beauty,50.0,10,7.186868686868687,5.0,Mideum,Q2,133.41666666666666,250.0,-99.37655860349128,May,500.0,2,20.0
37935,Evan Wright,Home & Kitchen,10.5,14,7.509708737864078,6.0,High,Q1,103.5,50.0,90.5,September,147.0,3,21.0
35931,Bob Jones,Home & Kitchen,250.0,13,7.509708737864078,2.0,High,Q4,103.5,10.5,329.0,January,3250.0,1,2380.952380952381
71212,Alice Smith,Beauty,100.25,8,7.186868686868687,4.0,Mideum,Q3,120.25,250.0,-2180.702380952381,October,802.0,4,40.1
98861,Diana Prince,Home & Kitchen,100.25,7,7.509708737864078,4.0,Mideum,Q3,150.16666666666666,100.25,160.15,July,701.75,3,100.0
66264,Evan Wright,Beauty,100.25,2,7.186868686868687,4.0,Low,Q3,100.25,100.25,100.25,February,200.5,1,100.0
85046,Evan Wright,Sports,100.25,5,7.402777777777778,4.0,Low,Q3,100.25,100.25,100.25,November,501.25,4,100.0
11622,Alice Smith,Clothing,100.25,4,7.6767676767676765,4.0,Low,Q3,100.25,100.25,100.25,April,401.0,2,100.0
39257,Diana Prince,Sports,100.25,7,7.402777777777778,4.0,Mideum,Q3,100.25,100.25,100.25,December,701.75,4,100.0
97388,Bob Jones,Beauty,10.5,13,7.186868686868687,6.0,High,Q1,70.33333333333333,100.25,10.5,November,136.5,4,10.473815461346634
34762,Alice Smith,Home & Kitchen,10.5,2,7.509708737864078,6.0,Low,Q1,40.416666666666664,10.5,100.02618453865337,April,21.0,2,100.0
21555,Evan Wright,Beauty,100.25,14,7.186868686868687,4.0,High,Q3,40.416666666666664,10.5,100.25,January,1403.5,1,954.7619047619047
74754,Diana Prince,Beauty,10.5,1,7.186868686868687,6.0,Low,Q1,40.416666666666664,100.25,-844.2619047619047,May,10.5,2,10.473815461346634
56163,Alice Smith,Clothing,250.0,12,7.6767676767676765,2.0,High,Q4,120.25,10.5,339.52618453865335,September,3000.0,3,2380.952380952381
93309,Evan Wright,Sports,100.25,13,7.402777777777778,4.0,High,Q3,120.25,250.0,-2180.702380952381,September,1303.25,3,40.1
25251,Charlie Brown,Sports,10.5,11,7.402777777777778,6.0,High,Q1,120.25,100.25,70.4,May,115.5,2,10.473815461346634
81635,Evan Wright,Beauty,50.0,6,7.186868686868687,5.0,Mideum,Q2,53.583333333333336,10.5,139.52618453865335,December,300.0,4,476.1904761904762
19110,Alice Smith,Sports,250.0,8,7.402777777777778,2.0,Mideum,Q4,103.5,50.0,-126.1904761904762,November,2000.0,4,500.0
84478,Charlie Brown,Sports,50.0,10,7.402777777777778,5.0,Mideum,Q2,116.66666666666667,250.0,-350.0,April,500.0,2,20.0
38380,Evan Wright,Clothing,50.0,13,7.6767676767676765,5.0,High,Q2,116.66666666666667,50.0,130.0,December,650.0,4,100.0
95382,Diana Prince,Home & Kitchen,250.0,2,7.509708737864078,2.0,Low,Q4,116.66666666666667,50.0,250.0,February,500.0,1,500.0
97263,Evan Wright,Beauty,50.0,4,7.186868686868687,5.0,Low,Q2,116.66666666666667,250.0,-350.0,June,200.0,2,20.0
36723,Alice Smith,Sports,10.5,7,7.402777777777778,6.0,Mideum,Q1,103.5,50.0,90.5,April,73.5,2,21.0
54413,Alice Smith,Beauty,250.0,9,7.186868686868687,2.0,Mideum,Q4,103.5,10.5,329.0,December,2250.0,4,2380.952380952381
73888,Evan Wright,Beauty,100.25,7,7.186868686868687,4.0,Mideum,Q3,120.25,250.0,-2180.702380952381,July,701.75,3,40.1
84666,Bob Jones,Sports,10.5,14,7.402777777777778,6.0,High,Q1,120.25,100.25,70.4,January,147.0,1,10.473815461346634
88617,Charlie Brown,Home & Kitchen,500.75,3,7.509708737864078,1.0,Low,Q5,203.83333333333334,10.5,590.2761845386534,August,1502.25,3,4769.047619047619
18567,Evan Wright,Electronics,10.5,8,7.373626373626373,6.0,Mideum,Q1,173.91666666666666,500.75,-4658.547619047619,August,84.0,3,2.0968547179231156
54569,Diana Prince,Clothing,500.75,10,7.6767676767676765,1.0,Mideum,Q5,337.3333333333333,10.5,598.6531452820769,January,5007.5,1,4769.047619047619
97312,Diana Prince,Sports,500.75,12,7.402777777777778,1.0,High,Q5,337.3333333333333,500.75,-4168.297619047619,September,6009.0,3,100.0
28309,Evan Wright,Sports,250.0,12,7.402777777777778,2.0,High,Q4,417.1666666666667,500.75,250.0,December,3000.0,4,49.925112331502746
41575,Alice Smith,Electronics,50.0,12,7.373626373626373,5.0,High,Q2,266.9166666666667,250.0,100.07488766849727,October,600.0,4,20.0
80507,Bob Jones,Beauty,100.25,5,7.186868686868687,4.0,Low,Q3,133.41666666666666,50.0,180.25,September,501.25,3,200.5
71246,Evan Wright,Electronics,250.0,14,7.373626373626373,2.0,High,Q4,133.41666666666666,100.25,149.5,May,3500.0,2,249.37655860349128
24382,Charlie Brown,Electronics,50.0,14,7.373626373626373,5.0,High,Q2,133.41666666666666,250.0,-99.37655860349128,January,700.0,1,20.0
29541,Charlie Brown,Beauty,500.75,9,7.186868686868687,1.0,Mideum,Q5,266.9166666666667,50.0,580.75,July,4506.75,3,1001.5
99599,Evan Wright,Sports,250.0,2,7.402777777777778,2.0,Low,Q4,266.9166666666667,500.75,-651.5,January,500.0,1,49.925112331502746
90097,Diana Prince,Home & Kitchen,10.5,4,7.509708737864078,6.0,Low,Q1,253.75,250.0,60.57488766849726,December,42.0,4,4.2
23859,Diana Prince,Sports,10.5,2,7.402777777777778,6.0,Low,Q1,90.33333333333333,10.5,106.3,September,21.0,3,100.0
65180,Alice Smith,Sports,10.5,2,7.402777777777778,6.0,Low,Q1,10.5,10.5,10.5,September,21.0,3,100.0
33411,Diana Prince,Sports,250.0,10,7.402777777777778,2.0,Mideum,Q4,90.33333333333333,10.5,250.0,December,2500.0,4,2380.952380952381
92503,Alice Smith,Sports,500.75,7,7.402777777777778,1.0,Mideum,Q5,253.75,250.0,-1780.2023809523812,July,3505.25,3,200.3
18577,Diana Prince,Sports,10.5,8,7.402777777777778,6.0,Mideum,Q1,253.75,500.75,-89.80000000000001,March,84.0,1,2.0968547179231156
99393,Charlie Brown,Clothing,50.0,8,7.6767676767676765,5.0,Mideum,Q2,187.08333333333334,10.5,147.90314528207688,September,400.0,3,476.1904761904762
47573,Alice Smith,Sports,10.5,9,7.402777777777778,6.0,Mideum,Q1,23.666666666666668,50.0,-365.6904761904762,August,94.5,3,21.0
71788,Alice Smith,Beauty,50.0,2,7.186868686868687,5.0,Low,Q2,36.833333333333336,10.5,129.0,March,100.0,1,476.1904761904762
42154,Bob Jones,Electronics,10.5,5,7.373626373626373,6.0,Low,Q1,23.666666666666668,50.0,-365.6904761904762,December,52.5,4,21.0
89530,Alice Smith,Home & Kitchen,100.25,4,7.509708737864078,4.0,Low,Q3,53.583333333333336,10.5,179.25,February,401.0,1,954.7619047619047
31563,Alice Smith,Sports,250.0,14,7.402777777777778,2.0,High,Q4,120.25,100.25,-604.7619047619047,April,3500.0,2,249.37655860349128
46159,Bob Jones,Clothing,500.75,6,7.6767676767676765,1.0,Mideum,Q5,283.6666666666667,250.0,351.3734413965087,October,3004.5,4,200.3
46444,Evan Wright,Sports,50.0,6,7.402777777777778,5.0,Mideum,Q2,266.9166666666667,500.75,-50.30000000000001,December,300.0,4,9.98502246630055
62326,Charlie Brown,Beauty,250.0,12,7.186868686868687,2.0,High,Q4,266.9166666666667,50.0,340.01497753369944,June,3000.0,2,500.0
22115,Evan Wright,Clothing,100.25,6,7.6767676767676765,4.0,Mideum,Q3,133.41666666666666,250.0,-299.75,September,601.5,3,40.1
65337,Bob Jones,Home & Kitchen,250.0,4,7.509708737864078,2.0,Low,Q4,200.08333333333334,100.25,309.9,January,1000.0,1,249.37655860349128
64615,Alice Smith,Sports,100.25,7,7.402777777777778,4.0,Mideum,Q3,150.16666666666666,250.0,-49.126558603491276,March,701.75,1,40.1
45946,Bob Jones,Electronics,50.0,3,7.373626373626373,5.0,Low,Q2,133.41666666666666,100.25,109.9,December,150.0,4,49.87531172069826
61860,Charlie Brown,Electronics,250.0,11,7.373626373626373,2.0,High,Q4,133.41666666666666,50.0,300.1246882793017,July,2750.0,3,500.0
85060,Bob Jones,Sports,100.25,13,7.402777777777778,4.0,High,Q3,133.41666666666666,250.0,-299.75,August,1303.25,3,40.1
99186,Charlie Brown,Beauty,250.0,13,7.186868686868687,2.0,High,Q4,200.08333333333334,100.25,309.9,January,3250.0,1,249.37655860349128
78785,Charlie Brown,Home & Kitchen,50.0,5,7.509708737864078,5.0,Low,Q2,133.41666666666666,250.0,-99.37655860349128,August,250.0,3,20.0
38602,Charlie Brown,Electronics,100.25,8,7.373626373626373,4.0,Mideum,Q3,133.41666666666666,50.0,180.25,January,802.0,1,200.5
64237,Diana Prince,Beauty,250.0,1,7.186868686868687,2.0,Low,Q4,133.41666666666666,100.25,149.5,December,250.0,4,249.37655860349128
65961,Charlie Brown,Electronics,10.5,10,7.373626373626373,6.0,Mideum,Q1,120.25,250.0,-138.87655860349128,November,105.0,4,4.2
39373,Diana Prince,Home & Kitchen,250.0,10,7.509708737864078,2.0,Mideum,Q4,170.16666666666666,10.5,345.8,March,2500.0,1,2380.952380952381
40015,Bob Jones,Home & Kitchen,250.0,13,7.509708737864078,2.0,High,Q4,170.16666666666666,250.0,-2030.9523809523812,April,3250.0,2,100.0
68066,Bob Jones,Sports,50.0,13,7.402777777777778,5.0,High,Q2,183.33333333333334,250.0,50.0,August,650.0,3,20.0
14703,Charlie Brown,Sports,250.0,5,7.402777777777778,2.0,Low,Q4,183.33333333333334,50.0,330.0,May,1250.0,2,500.0
86218,Charlie Brown,Home & Kitchen,10.5,10,7.509708737864078,6.0,Mideum,Q1,103.5,250.0,-389.5,May,105.0,2,4.2
56600,Diana Prince,Beauty,50.0,9,7.186868686868687,5.0,Mideum,Q2,103.5,10.5,145.8,April,450.0,2,476.1904761904762
89026,Charlie Brown,Clothing,250.0,13,7.6767676767676765,2.0,High,Q4,103.5,50.0,-126.1904761904762,July,3250.0,3,500.0
89561,Alice Smith,Home & Kitchen,100.25,13,7.509708737864078,4.0,High,Q3,133.41666666666666,250.0,-299.75,December,1303.25,4,40.1
90910,Alice Smith,Home & Kitchen,500.75,11,7.509708737864078,1.0,High,Q5,283.6666666666667,100.25,560.65,February,5508.25,1,499.501246882793
12482,Diana Prince,Electronics,250.0,7,7.373626373626373,2.0,Mideum,Q4,283.6666666666667,500.75,-149.501246882793,October,1750.0,4,49.925112331502746
57908,Diana Prince,Home & Kitchen,500.75,11,7.509708737864078,1.0,High,Q5,417.1666666666667,250.0,550.8248876684972,November,5508.25,4,200.3
38769,Diana Prince,Beauty,250.0,12,7.186868686868687,2.0,High,Q4,333.5833333333333,500.75,149.7,October,3000.0,4,49.925112331502746
95680,Diana Prince,Home & Kitchen,50.0,3,7.509708737864078,5.0,Low,Q2,266.9166666666667,250.0,100.07488766849727,April,150.0,2,20.0
53642,Bob Jones,Home & Kitchen,10.5,3,7.509708737864078,6.0,Low,Q1,103.5,50.0,90.5,December,31.5,4,21.0
14757,Evan Wright,Clothing,-999.0,14,7.6767676767676765,7.0,High,Q1,-312.8333333333333,10.5,-920.0,July,-13986.0,3,-9514.285714285714
42913,Charlie Brown,Electronics,500.75,13,7.373626373626373,1.0,High,Q5,-162.58333333333334,-999.0,10115.035714285714,December,6509.75,4,-50.12512512512512
11645,Bob Jones,Clothing,10.5,8,7.6767676767676765,6.0,Mideum,Q1,-162.58333333333334,500.75,160.62512512512512,January,84.0,1,2.0968547179231156
75661,Charlie Brown,Clothing,100.25,9,7.6767676767676765,4.0,Mideum,Q3,203.83333333333334,10.5,198.15314528207688,November,902.25,4,954.7619047619047
21344,Alice Smith,Electronics,250.0,12,7.373626373626373,2.0,High,Q4,120.25,100.25,-604.7619047619047,May,3000.0,2,249.37655860349128
21303,Alice Smith,Clothing,10.5,6,7.6767676767676765,6.0,Mideum,Q1,120.25,250.0,-138.87655860349128,March,63.0,1,4.2
40523,Evan Wright,Beauty,10.5,10,7.186868686868687,6.0,Mideum,Q1,90.33333333333333,10.5,106.3,January,105.0,1,100.0
47148,Evan Wright,Home & Kitchen,500.75,5,7.509708737864078,1.0,Low,Q5,173.91666666666666,10.5,500.75,August,2503.75,3,4769.047619047619
38529,Bob Jones,Home & Kitchen,50.0,2,7.509708737864078,5.0,Low,Q2,187.08333333333334,500.75,-4619.047619047619,September,100.0,3,9.98502246630055
37082,Charlie Brown,Electronics,50.0,6,7.373626373626373,5.0,Mideum,Q2,200.25,50.0,140.01497753369944,October,300.0,4,100.0
79298,Charlie Brown,Home & Kitchen,142.93479355488418,11,7.509708737864078,3.0,High,Q4,80.97826451829472,50.0,142.93479355488418,February,1572.282729103726,1,285.86958710976836
11560,Bob Jones,Sports,100.25,7,7.402777777777778,4.0,Mideum,Q3,97.72826451829474,142.93479355488418,-85.61958710976836,February,701.75,1,70.13687675807637
52207,Charlie Brown,Clothing,500.75,2,7.6767676767676765,1.0,Low,Q5,247.97826451829474,100.25,530.6131232419236,May,1001.5,2,499.501246882793
43756,Evan Wright,Electronics,500.75,11,7.373626373626373,1.0,High,Q5,367.25,500.75,101.248753117207,April,5508.25,2,100.0
