Transaction_ID, DATE ,EMP_NAME,dept_name,Revenue_Amount,Units_Sold
76656,2025-04-21,Diana Prince,Beauty,100.25,7
67775,2024-09-24,Evan Wright,Electronics,250.0,3
91974,2025-11-02,Bob Jones,Electronics,250.0,3
47904,2025-10-24,Diana Prince,Beauty,10.5,14
94555,2024-03-28,Charlie Brown,Clothing,,9
18070,2025-07-31,Diana Prince,Clothing,10.5,12
97266,N/A,Evan Wright,Clothing,250.0,12
83543,2025-10-20,Charlie Brown,Home & Kitchen,50.0,2
25896,2025-11-22,Bob Jones,Electronics,10.5,1
12469,2024-06-13,Evan Wright,Clothing,250.0,3
90885,N/A,Diana Prince,Electronics,500.75,11
74772,2024-07-06,Evan Wright,Sports,250.0,13
49110,2025-10-06,Evan Wright,Clothing,250.0,9
54813,2024-02-16,Evan Wright,Home & Kitchen,50.0,4
11750,2024-05-29,Alice Smith,Clothing,100.25,3
21653,2025-02-08,Alice Smith,Home & Kitchen,10.5,2
97410,2024-06-20,Bob Jones,Beauty,100.25,4
52874,2025-11-25,Evan Wright,Home & Kitchen,250.0,2
90818,2024-12-28,Bob Jones,Home & Kitchen,250.0,2
55420,2024-05-07,Charlie Brown,Home & Kitchen,-999.0,12
56197,2025-12-27,Bob Jones,Electronics,500.75,3
37424,2024-05-17,Charlie Brown,Clothing,250.0,9
95956,2025-09-25,Diana Prince,Home & Kitchen,250.0,2
65619,2025-11-21,Evan Wright,Sports,500.75,1
84441,2025-04-25,Charlie Brown,Clothing,100.25,8
45772,2025-02-03,Alice Smith,Clothing,500.75,7
90395,2024-03-20,Bob Jones,Sports,50.0,7
77675,2025-10-14,Alice Smith,Home & Kitchen,50.0,12
52880,2024-09-10,Charlie Brown,Clothing,250.0,9
16154,2025-01-23,Evan Wright,Beauty,100.25,1
29623,2024-06-22,Evan Wright,Beauty,100.25,2
85039,2024-12-11,Evan Wright,Beauty,100.25,11
43933,2025-11-20,Charlie Brown,Home & Kitchen,100.25,13
30611,2024-09-09,Evan Wright,Electronics,250.0,2
27685,2024-06-11,Evan Wright,Electronics,10.5,3
51157,2024-12-05,Evan Wright,Clothing,100.25,9
30079,2024-09-19,Bob Jones,Electronics,100.25,9
56167,2025-12-04,Bob Jones,Electronics,250.0,14
41821,2025-02-06,Charlie Brown,Home & Kitchen,100.25,10
45435,2024-04-27,Charlie Brown,Beauty,50.0,1
93186,2024-08-01,Bob Jones,Beauty,250.0,6
19847,2025-08-28,Evan Wright,Beauty,10.5,13
